"Administrador","Anden Derecho","Anden Izquierdo","Carretera","Poste de Referencia","Distancia","Fecha de Construcción","Fecha de Inspección","Luces","Luz Maxima","Luz Minima","Luz Total","Material","Nombre","Sección Longitudinal","Sección Transversal","Tablero","Via","point"
"INVIAS","0","0","San José del Fragua - Florencia","18","354","1.997","2012.05.24","2","71.9","13","84.9","50","El Pescado","10","40","6.83","6502","POINT (-75.8693209323433 1.42402229485874)"
"INVIAS","0","0","San José del Fragua - Florencia","15","415","1.997","2012.05.24","1","37.3","37.3","37.3","31","Sarabando","10","14","8.1","6502","POINT (-75.8866314849702 1.40691250297584)"
"INVIAS","0","0","San José del Fragua - Florencia","14","38","1.997","2012.05.08","2","18.9","3.6","22.5","20","San Juan","10","14","8.05","6502","POINT (-75.8936846928487 1.39675221592643)"
"INVIAS","0","0","San José del Fragua - Florencia","10","730","1.997","2012.05.24","1","13.43","13.43","13.43","20","La Mico","10","14","9.75","6502","POINT (-75.9069307363361 1.373188380007)"
"INVIAS","0","0","San José del Fragua - Florencia","9","41","2.004","2012.05.23","1","17.9","17.9","17.9","20","Masaya","10","13","7.95","6502","POINT (-75.917827198323 1.36256872334623)"
"INVIAS","0","0","San José del Fragua - Florencia","7","785","2.004","2012.05.23","1","12.95","12.95","12.95","20","Las Iglesias","10","14","8.05","6502","POINT (-75.9267065671182 1.35614617533483)"
"INVIAS","0","0","San José del Fragua - Florencia","2","924","2.004","2012.05.23","1","17.16","17.16","17.16","20","La Borugo","10","14","8","6502","POINT (-75.954287172802 1.33515445153504)"
"INVIAS","0","0","San José del Fragua - Florencia","0","26","2.004","2012.05.08","1","51","51","51","51","Fragua Chorroso","10","40","8.6","6502","POINT (-75.9743079035099 1.32764633563665)"
"INVIAS","0","0","Villagarzón - San José del Fragua","51","120","2.004","2012.06.20","1","25","25","25","20","Congor","10","14","9","6501","POINT (-76.3084504567622 1.1255410513242)"
"INVIAS","0","0","Villagarzón - San José del Fragua","49","10","2.004","2012.06.20","1","30.6","30.6","30.6","50","La Barbasco","11","13","7.17","6501","POINT (-76.3245750516365 1.1199586080343)"
"INVIAS","0","0","Villagarzón - San José del Fragua","47","0","2.004","2012.06.20","1","74","74","74","20","Tambor","10","14","10","6501","POINT (-76.3413198444034 1.11514310383103)"
"INVIAS","0","0","Villagarzón - San José del Fragua","45","170","2.004","2012.06.20","1","12","12","12","20","Huitota","10","14","10","6501","POINT (-76.3555138179161 1.11443717485494)"
"INVIAS","0","0","Villagarzón - San José del Fragua","36","34","2.004","2012.06.20","5","9.15","8.9","45","50","Inchiyaco","20","13","5.43","6501","POINT (-76.3879612462128 1.04994497605663)"
"INVIAS","0","0","Villagarzón - San José del Fragua","32","450","2.004","2012.06.20","4","9.15","8.78","35.6","50","Nabueno","20","13","5.5","6501","POINT (-76.4155360506707 1.04110030080427)"
"INVIAS","0","0","Villagarzón - San José del Fragua","31","700","2.004","2012.06.20","2","5.4","5.35","10.75","50","San Pablo","20","13","4.93","6501","POINT (-76.419977572844 1.03632582020053)"
"INVIAS","0","0","Villagarzón - San José del Fragua","30","39","2.004","2012.06.20","1","10","10","10","20","Dedoyaco","10","12","4.95","6501","POINT (-76.4322698044098 1.03225591404286)"
"INVIAS","0","0","Villagarzón - San José del Fragua","29","100","2.004","2012.06.20","6","9.05","8.9","53.8","50","Guayuyaco","20","13","6.23","6501","POINT (-76.4399560386977 1.02853199822744)"
"INVIAS","0","0","Villagarzón - San José del Fragua","27","500","2.004","2012.06.20","2","6.5","6.45","11","21","Guascayaco","10","10","6","6501","POINT (-76.4474164075333 1.01816135641047)"
"INVIAS","0","0","Villagarzón - San José del Fragua","23","300","2.004","2012.12.12","2","12","6.05","18.05","51","La Pajalosa","20","13","4.97","6501","POINT (-76.4659902270359 0.989525550374703)"
"INVIAS","0","0","Villagarzón - San José del Fragua","17","45","2.004","2012.12.10","1","12.4","12.4","12.4","20","Las Sardinas","10","13","6.6","6501","POINT (-76.5071564656605 1.00402033172987)"
"INVIAS","0","0","Villagarzón - San José del Fragua","9","500","2.004","2012.12.06","1","10","10","10","20","Uchupayaco","10","13","6.9","6501","POINT (-76.5562114132824 1.00374290630456)"
"INVIAS","0","0","Villagarzón - San José del Fragua","108","427","2.004","2012.04.26","1","26.1","26.1","26.1","31","San Pedro","10","13","7.33","6501","POINT (-75.9809579500543 1.30407662521046)"
"INVIAS","0","0","Villagarzón - San José del Fragua","102","706","2.004","2012.04.26","1","23.1","23.1","23.1","20","Luna","10","14","8","6501","POINT (-75.9978811161092 1.26199693664451)"
"INVIAS","0","0","Villagarzón - San José del Fragua","101","837","2.004","2012.04.26","1","13","13","13","20","Sardinera","10","13","8","6501","POINT (-76.002460616834 1.25587082409151)"
"INVIAS","0","0","Villagarzón - San José del Fragua","99","706","2.004","2012.04.26","1","12","12","12","20","Gallineta","10","13","8","6501","POINT (-76.0078201223758 1.23765846040505)"
"INVIAS","0","0","Villagarzón - San José del Fragua","96","842","2.004","2012.04.27","5","3.2","2.35","14.15","51","Aguas Negras","20","14","4.65","6501","POINT (-76.0297250746318 1.22619519443114)"
"INVIAS","0","0","Villagarzón - San José del Fragua","96","552","2.004","2012.04.27","1","13.95","13.95","13.95","20","Doradas","10","13","7.4","6501","POINT (-76.0322409067396 1.22661850521909)"
"INVIAS","0","0","Villagarzón - San José del Fragua","94","75","2.004","2012.04.27","1","13","13","13","20","Recreo","10","13","8.05","6501","POINT (-76.0538902044644 1.22873086270973)"
"INVIAS","0","0","Villagarzón - San José del Fragua","92","484","2.004","2012.04.25","1","15.1","15.1","15.1","20","Danta","10","13","6.5","6501","POINT (-76.0648989336853 1.22311177264951)"
"INVIAS","0","0","Villagarzón - San José del Fragua","88","166","2.004","2012.04.25","2","36.5","31.35","67.85","20","Yurayaco","10","14","8","6501","POINT (-76.0998753986085 1.22565814392565)"
"INVIAS","0","0","Villagarzón - San José del Fragua","84","498","2.004","2012.04.25","1","10.2","10.2","10.2","20","Temblona","10","12","4.65","6501","POINT (-76.1245623607506 1.20868160906668)"
"INVIAS","0","0","Villagarzón - San José del Fragua","80","496","2.004","2012.04.25","3","34.05","11.2","56.45","31","Fraguita","10","13","7.2","6501","POINT (-76.1503988525665 1.18711135888721)"
"INVIAS","0","0","Villagarzón - San José del Fragua","73","375","2.004","2012.04.24","1","16.6","16.6","16.6","20","Calixto","10","12","4.6","6501","POINT (-76.1739827859408 1.13514723045258)"
"INVIAS","0","0","Villagarzón - San José del Fragua","68","325","2.004","2012.04.24","1","64.25","64.25","64.25","50","Sabaleta","10","42","3.24","6501","POINT (-76.1959681226123 1.16640436185553)"
"INVIAS","0","0","Villagarzón - San José del Fragua","65","694","2.004","2012.04.24","1","21.6","21.6","21.6","50","La Choarina","10","42","3.6","6501","POINT (-76.2145143079056 1.15636988762014)"
"INVIAS","0","0","Villagarzón - San José del Fragua","56","411","2.004","2012.04.23","1","21.45","21.45","21.45","50","La Cusumba","10","42","4.35","6501","POINT (-76.2779538765013 1.13849935560383)"
"INVIAS","0","0","Villagarzón - San José del Fragua","55","700","2","2012.05.16","1","16","16","125.35","20","Fragua Grande","10","14","10","6501","POINT (-76.281974278074 1.14072152499332)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","30","492","2","2012.05.16","1","16","16","16","20","Aguas Claras","10","14","10","6405","POINT (-72.0351445203641 6.11837111667578)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","28","592","2","2012.05.17","1","15.7","15.7","15.7","20","Caño Muerto","10","14","10","6405","POINT (-72.0505352780189 6.11709128010559)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","26","550","2","2012.05.16","2","30.6","30.6","61.2","30","La Casirba 2","10","13","9.02","6405","POINT (-72.0649797328184 6.1094478469334)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","26","550","2","2012.05.16","1","10","10","10","20","La Casirba 1","10","14","10","6405","POINT (-72.0649797328184 6.1094478469334)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","19","390","2","2012.06.13","1","21.15","21.15","21.15","20","La Guiñería","10","13","8","6405","POINT (-72.1103100465306 6.07290190050181)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","15","779","2","2012.05.16","2","21.2","21.1","42.3","30","La Colorada","10","13","8.36","6405","POINT (-72.1402556183884 6.06528345539085)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","12","955","2","2012.05.15","1","11.9","11.9","11.9","20","Aguablanca 2","10","13","8.1","6405","POINT (-72.1629791591141 6.07118435556713)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","12","870","2","2012.05.15","1","21.8","21.8","21.8","20","Aguablanca 1","10","13","6.55","6405","POINT (-72.1633619389957 6.07172243545631)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","2","632","2","2012.05.15","1","36.8","36.8","36.8","50","San Pascual","11","42","3.24","6405","POINT (-72.2425906980253 6.098420525114)"
"INVIAS","0","0","Sácama - Cruce Ruta 65 (La Cabuya)","0","0","2","2012.05.15","1","13.45","13.45","13.45","20","Sacamita","10","13","6.64","6405","POINT (-72.2535610111502 6.09849977233544)"
"INVIAS","0","0","Belén - Sácama","53","950","2","2012.06.08","1","14.8","14.8","14.8","20","Pinos","10","14","9","6404","POINT (-72.591552198907 5.99667378975658)"
"INVIAS","0","0","Belén - Sácama","52","150","2","2012.06.09","1","15.8","15.8","15.8","20","Arzobispo","10","13","8","6404","POINT (-72.6011004495169 5.9881289510519)"
"INVIAS","0","0","Belén - Sácama","47","507","2","2012.06.10","1","15.9","15.9","15.9","20","Molino","10","13","7.5","6404","POINT (-72.6335368627373 5.97880763673845)"
"INVIAS","0","0","Belén - Sácama","30","828","2","2012.06.10","1","11.2","11.2","11.2","20","Tilque","10","13","7.55","6404","POINT (-72.7011424215509 5.97864446480856)"
"INVIAS","0","0","Belén - Sácama","30","330","2.001","2012.06.12","2","5.65","5.65","11.3","20","El Boche","40","10","10.2","6404","POINT (-72.7045896571014 5.9785422960425)"
"INVIAS","0","0","Belén - Sácama","24","372","2.001","2012.06.12","1","30.4","30.4","30.4","50","Santa Teresa","10","41","4.14","6404","POINT (-72.7442360912208 5.9886830071885)"
"INVIAS","0","0","Belén - Sácama","21","198","2","2012.06.13","1","24.4","24.4","24.4","50","Uvo","10","41","6.5","6404","POINT (-72.7531742389182 6.00940275023456)"
"INVIAS","0","0","Belén - Sácama","19","277","2.003","2012.06.13","1","18","18","18","50","Concentra","10","40","4.2","6404","POINT (-72.7618466789089 6.02129862168621)"
"INVIAS","0","0","Belén - Sácama","17","157","2.002","2012.06.07","1","17.6","17.6","17.6","30","Negro","10","13","7.2","6404","POINT (-72.7770588632414 6.02221024795867)"
"INVIAS","0","0","Belén - Sácama","13","300","2.003","2012.06.07","1","17.1","17.1","17.1","20","La Teneria","10","13","9","6404","POINT (-72.8070448684916 6.01387012559694)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","77","600","2.011","2012.05.26","1","13.2","13.2","13.2","20","Rio Onzaga","10","12","4.3","6403","POINT (-72.8169270599356 6.34212737964151)"
"INVIAS","0","0.95","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","61","840","2.011","2012.05.27","1","10.2","10.2","10.2","20","Quebrada Santa Clara","10","13","7.95","6403","POINT (-72.8458019381653 6.42127810451665)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","60","632","1.961","2012.05.27","1","11","11","11","20","Q. Panama","10","12","4.5","6403","POINT (-72.8523539222778 6.42793492201916)"
"INVIAS","0.9","0.9","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","32","592","1.961","2012.05.27","3","12.6","11.9","37.1","20","Rio Mogoticos","20","12","5","6403","POINT (-72.9700360888039 6.4763029819883)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","26","470","1.961","2012.05.27","1","12.8","12.8","12.8","20","Cuchiquira","10","13","4.8","6403","POINT (-72.9891241202972 6.52313154290155)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","25","480","1.961","2012.05.27","1","10.1","10.1","10.1","20","Cabras","10","14","4.65","6403","POINT (-72.9922315361588 6.53131528062742)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","21","935","1.961","2012.05.27","1","14.1","14.1","14.1","60","El Guamo","10","52","6.55","6403","POINT (-73.0195879726665 6.53378520839148)"
"INVIAS","0","0","Cruce Ruta 45A (San Gil) - Onzaga - Soatá","0","127","1.961","2012.05.28","1","16.6","16.6","16.6","20","San Gil","10","13","4.25","6403","POINT (-73.1144111596287 6.55594171372783)"
"INVIAS","0","0","San Gil - Barichara - Crucero Guane","74","290","1.961","2012.05.28","1","10.3","10.3","10.3","20","La Laja","10","14","7.55","6402","POINT (-73.15570250403 6.59921667172466)"
"INVIAS","0","0","San Gil - Barichara - Crucero Guane","63","521","1.961","2012.05.28","1","11.6","11.6","11.6","20","El Obispo","10","14","7.6","6402","POINT (-73.2048199728982 6.63896542903988)"
"INVIAS","0","0","Variante de Barbosa","0","0","1.961","2012.05.18","3","48.6","10.2","70","20","La Libertad","20","51","10.3","62STA","POINT (-73.613179378061 5.92899436419443)"
"INVIAS","0.9","0.9","La Ye (Cruce Ruta 62) - Tibasosa - Sogamoso","13","250","1.961","2002.01.09","1","13.95","13.95","14.5","20","El Canal","10","14","14.25","62BY05","POINT (-72.9422477681434 5.72359915776549)"
"INVIAS","0.9","0.9","La Ye (Cruce Ruta 62) - Tibasosa - Sogamoso","13","200","1.961","2002.01.09","1","13.95","13.95","13.95","20","Venecia","10","14","14.25","62BY05","POINT (-72.9425868964985 5.72389470255222)"
"ANI","0","0","La Ye (Cruce Ruta 62) - Tibasosa - Sogamoso","12","852","1.961","2002.01.09","2","5.9","5.9","11.8","20","Chiquito","10","10","10.65","62BY05","POINT (-72.9451186308015 5.72577473507383)"
"ANI","0","0","La Ye (Cruce Ruta 62) - Tibasosa - Sogamoso","7","396","1.961","2002.01.09","2","6.31","6.31","12.62","20","Molino","10","10","11.45","62BY05","POINT (-72.9862954899195 5.74451378881359)"
"INVIAS","0","0","Sogamoso - Aguazul","117","250","1.961","2012.05.28","1","11","11","11","20","Quebrada Las Lajas (La Falla)","10","14","9.16","6211","POINT (-72.5777731146079 5.18789828862747)"
"INVIAS","0","0","Sogamoso - Aguazul","116","171","1.961","2012.05.28","1","10.9","10.9","10.9","20","Marleny","10","14","9.4","6211","POINT (-72.5864065097808 5.19331579004278)"
"INVIAS","1","1","Sogamoso - Aguazul","113","462","1.961","2012.05.29","1","101.1","101.1","101.1","51","Unete","10","50","11","6211","POINT (-72.6018510040689 5.20637397366196)"
"INVIAS","0","0","Sogamoso - Aguazul","112","591","1.98","2012.05.29","2","7.75","7.75","15.7","20","La Palmicha 2 (Palmicha)","10","13","10.9","6211","POINT (-72.6094482126194 5.20713471692711)"
"INVIAS","0","0","Sogamoso - Aguazul","105","492","1.98","2012.05.03","1","15","15","15","20","Guaymara","10","14","8.15","6211","POINT (-72.6564273094453 5.2324337716514)"
"INVIAS","0","0","Sogamoso - Aguazul","103","692","1.958","2012.05.30","1","22","22","22","51","Chichaca","10","50","6.8","6211","POINT (-72.66643116944 5.2385758437035)"
"INVIAS","0","0","Sogamoso - Aguazul","102","693","1.947","2012.05.30","1","10.6","10.6","10.6","20","Hoyo Caliente","10","13","9.2","6211","POINT (-72.671555234715 5.23376188091851)"
"INVIAS","0","0","Sogamoso - Aguazul","91","208","1.947","2012.05.31","1","52","52","52","50","Guadalcanal","10","80","4.47","6211","POINT (-72.7011944299895 5.27783776182989)"
"INVIAS","0","0","Sogamoso - Aguazul","90","104","1.947","2012.06.01","1","46","46","46","51","Río Cusiana","10","40","5.42","6211","POINT (-72.7006757247735 5.2834321039587)"
"INVIAS","0","0","Sogamoso - Aguazul","89","315","1.98","2012.06.01","1","21.15","21.15","96","20","La Cascada","10","14","9.05","6211","POINT (-72.703629485933 5.28903659272084)"
"INVIAS","0","0","Sogamoso - Aguazul","86","622","1.98","2012.06.01","1","21.15","21.15","92","20","La Orquidea 2","10","14","9.05","6211","POINT (-72.6986265820993 5.3099988125941)"
"INVIAS","0","0","Sogamoso - Aguazul","86","485","1.98","2012.06.01","1","21.15","21.15","110","20","La Orquidea 1","10","14","9.05","6211","POINT (-72.6987635138771 5.31122462134653)"
"INVIAS","0","0","Sogamoso - Aguazul","85","536","1.98","2012.06.01","1","21.15","21.15","108","20","La Chiquirera","10","14","9.05","6211","POINT (-72.6965966791148 5.31735832936895)"
"INVIAS","0","0","Sogamoso - Aguazul","84","235","1.98","2012.06.01","1","21.15","21.15","21.15","20","Quebrada Negra","10","14","9.05","6211","POINT (-72.6958018987427 5.32717510178684)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","82","550","2.011","2012.06.02","1","28.7","28.7","40","20","La Molinera (Chorro Blanco)","10","14","10.86","6211","POINT (-72.6910291311144 5.33734565745066)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","81","549","2.011","2012.06.02","1","28.7","28.7","299.76","20","Chorro Blanco","10","14","10.86","6211","POINT (-72.6903160778509 5.34460117738631)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","81","446","2.011","2012.06.02","1","28.7","28.7","104","20","Puente Nuevo","10","14","10.86","6211","POINT (-72.689647090918 5.34524725707178)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","81","184","2.011","2012.06.02","1","28.7","28.7","260","20","Los Grillos","10","14","10.86","6211","POINT (-72.6887988059208 5.34742190941781)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","80","120","2.011","2012.06.02","1","28.7","28.7","180","20","LA Leonera","10","14","10.86","6211","POINT (-72.6876370942351 5.3557563666072)"
"INVIAS","1.12","1.12","Sogamoso - Aguazul","77","800","2.011","2012.06.02","1","28.7","28.7","28.7","20","La Curisí 2","10","14","10.86","6211","POINT (-72.6887437608568 5.37197540025799)"
"INVIAS","1","1","Sogamoso - Aguazul","76","435","2.011","2012.06.02","1","86.7","86.7","86.7","20","La Conguta","11","30","11","6211","POINT (-72.6956921767737 5.38096192388086)"
